Date,NDVI,Field_ID,Location
2023-01-11,0.3094734097696567,northen_field_a_2025,Unknown
2023-01-11,0.4296909727681196,northen_field_g_2025,Unknown
2023-01-11,0.32153216719523403,northen_field_h_2025,Unknown
2023-01-11,0.3317070251983501,northen_field_j_2025,Unknown
2023-01-11,0.4418066587177709,northen_field_f_2025,Unknown
2023-01-11,0.3178999315835914,northen_field_m_2025,Unknown
2023-01-11,0.3967326433351806,northen_field_b_2025,Unknown
2023-01-11,0.8160891191818108,northen_field_d_2025,Unknown
2023-01-11,0.443220131357334,northen_field_c_2025,Unknown
2023-01-11,0.2377457691307234,northen_field_l_2025,Unknown
2023-01-11,0.4269459448795346,northen_field_k_2025,Unknown
2023-01-11,0.35039354836626624,northen_field_i_2025,Unknown
2023-01-11,0.4296909727681196,northen_field_f_2025,Unknown
2023-02-25,0.5079116551507904,northen_field_i_2025,Unknown
2023-02-25,0.5832267539123668,northen_field_a_2025,Unknown
2023-02-25,0.10060982651390177,northen_field_h_2025,Unknown
2023-02-25,0.4354342119040723,northen_field_j_2025,Unknown
2023-02-25,0.565574496998581,northen_field_f_2025,Unknown
2023-02-25,0.6571506519816628,northen_field_m_2025,Unknown
2023-02-25,0.5637399770941219,northen_field_b_2025,Unknown
2023-02-25,0.41021143662958603,northen_field_k_2025,Unknown
2023-02-25,0.8489638705854835,northen_field_d_2025,Unknown
2023-02-25,0.8642585518984172,northen_field_g_2025,Unknown
2023-02-25,0.2534479990920021,northen_field_l_2025,Unknown
2023-02-25,0.8642585518984172,northen_field_f_2025,Unknown
2023-02-25,0.18084064083898296,northen_field_c_2025,Unknown
2023-03-17,0.5656000074118513,northen_field_m_2025,Unknown
2023-03-17,0.49903558566521733,northen_field_i_2025,Unknown
2023-03-17,0.3911819237804425,northen_field_h_2025,Unknown
2023-03-17,0.7212689577090606,northen_field_f_2025,Unknown
2023-03-17,0.4405080447517493,northen_field_f_2025,Unknown
2023-03-17,0.25501528257789585,northen_field_l_2025,Unknown
2023-03-17,0.14393924267249558,northen_field_c_2025,Unknown
2023-03-17,0.7212689577090606,northen_field_g_2025,Unknown
2023-03-17,0.45972781498110254,northen_field_j_2025,Unknown
2023-03-17,0.7686347631710234,northen_field_d_2025,Unknown
2023-03-17,0.569309309227077,northen_field_b_2025,Unknown
2023-03-17,0.4258093456038385,northen_field_k_2025,Unknown
2023-03-17,0.4948745393320012,northen_field_a_2025,Unknown
2023-04-21,0.28463849686504084,northen_field_a_2025,Unknown
2023-04-21,0.3182220164845465,northen_field_j_2025,Unknown
2023-04-21,0.3082419678723485,northen_field_l_2025,Unknown
2023-04-21,0.4193816759234623,northen_field_b_2025,Unknown
2023-04-21,0.36093363832833547,northen_field_i_2025,Unknown
2023-04-21,0.186579185909551,northen_field_m_2025,Unknown
2023-04-21,0.49066762892208665,northen_field_f_2025,Unknown
2023-04-21,0.2939360838438355,northen_field_k_2025,Unknown
2023-04-21,0.7198921491292645,northen_field_c_2025,Unknown
2023-04-21,0.49066762892208665,northen_field_g_2025,Unknown
2023-04-21,0.3678699668816901,northen_field_d_2025,Unknown
2023-04-21,0.5724801352303291,northen_field_f_2025,Unknown
2023-04-21,0.24654977922011906,northen_field_h_2025,Unknown
2023-05-06,0.29084316623694395,northen_field_l_2025,Unknown
2023-05-06,0.751207950185713,northen_field_f_2025,Unknown
2023-05-06,0.28857328725515063,northen_field_j_2025,Unknown
2023-05-06,0.36420275256529777,northen_field_b_2025,Unknown
2023-05-06,0.184941972934718,northen_field_m_2025,Unknown
2023-05-06,0.786664016397324,northen_field_c_2025,Unknown
2023-05-06,0.22141642270947648,northen_field_h_2025,Unknown
2023-05-06,0.6921410273399953,northen_field_f_2025,Unknown
2023-05-06,0.33033280171052176,northen_field_i_2025,Unknown
2023-05-06,0.25597523326994404,northen_field_k_2025,Unknown
2023-05-06,0.2456133899644259,northen_field_a_2025,Unknown
2023-05-06,0.22103603358116172,northen_field_d_2025,Unknown
2023-05-06,0.6921410273399953,northen_field_g_2025,Unknown
2023-05-11,0.22301459922042324,northen_field_a_2025,Unknown
2023-05-11,0.7498944757121715,northen_field_f_2025,Unknown
2023-05-11,0.32338890512196217,northen_field_i_2025,Unknown
2023-05-11,0.28293941627657226,northen_field_l_2025,Unknown
2023-05-11,0.7680762684395007,northen_field_c_2025,Unknown
2023-05-11,0.3807005193011219,northen_field_b_2025,Unknown
2023-05-11,0.22396675490365198,northen_field_d_2025,Unknown
2023-05-11,0.2310413932109138,northen_field_k_2025,Unknown
2023-05-11,0.19399410791327346,northen_field_m_2025,Unknown
2023-05-11,0.7350721263594197,northen_field_f_2025,Unknown
2023-05-11,0.28872688009881603,northen_field_j_2025,Unknown
2023-05-11,0.7498944757121715,northen_field_g_2025,Unknown
2023-05-11,0.21877684423687838,northen_field_h_2025,Unknown
2023-05-26,0.7065752222004006,northen_field_f_2025,Unknown
2023-05-26,0.7523996520103463,northen_field_c_2025,Unknown
2023-05-26,0.2801772966764947,northen_field_l_2025,Unknown
2023-05-26,0.23489233166245083,northen_field_k_2025,Unknown
2023-05-26,0.3533315857477122,northen_field_b_2025,Unknown
2023-05-26,0.3077033051967887,northen_field_i_2025,Unknown
2023-05-26,0.20754904794770052,northen_field_m_2025,Unknown
2023-05-26,0.7362471015019533,northen_field_f_2025,Unknown
2023-05-26,0.19422004530786538,northen_field_d_2025,Unknown
2023-05-26,0.21225702192298035,northen_field_h_2025,Unknown
2023-05-26,0.2713861237330834,northen_field_j_2025,Unknown
2023-05-26,0.22959441924636825,northen_field_a_2025,Unknown
2023-05-26,0.7362471015019533,northen_field_g_2025,Unknown
2023-06-05,0.3954196516989064,northen_field_g_2025,Unknown
2023-06-05,0.21381999386912603,northen_field_k_2025,Unknown
2023-06-05,0.6844387636782475,northen_field_c_2025,Unknown
2023-06-05,0.2497636182081605,northen_field_j_2025,Unknown
2023-06-05,0.2574512247769432,northen_field_l_2025,Unknown
2023-06-05,0.313120220219086,northen_field_b_2025,Unknown
2023-06-05,0.19507574501969618,northen_field_m_2025,Unknown
2023-06-05,0.2819053240457506,northen_field_i_2025,Unknown
2023-06-05,0.5435581035424734,northen_field_f_2025,Unknown
2023-06-05,0.17494457272866396,northen_field_d_2025,Unknown
2023-06-05,0.2104130376260483,northen_field_a_2025,Unknown
2023-06-05,0.19596233890250953,northen_field_h_2025,Unknown
2023-06-05,0.3954196516989064,northen_field_f_2025,Unknown
2023-06-10,0.3077621412050179,northen_field_b_2025,Unknown
2023-06-10,0.18072681936676874,northen_field_m_2025,Unknown
2023-06-10,0.1996153038109698,northen_field_h_2025,Unknown
2023-06-10,0.21848687107802284,northen_field_k_2025,Unknown
2023-06-10,0.25899694132355683,northen_field_l_2025,Unknown
2023-06-10,0.23947136801794228,northen_field_d_2025,Unknown
2023-06-10,0.285627529698929,northen_field_i_2025,Unknown
2023-06-10,0.5503672338143832,northen_field_f_2025,Unknown
2023-06-10,0.6073084829586389,northen_field_f_2025,Unknown
2023-06-10,0.6073084829586389,northen_field_g_2025,Unknown
2023-06-10,0.21650930066104712,northen_field_a_2025,Unknown
2023-06-10,0.2506920902263305,northen_field_j_2025,Unknown
2023-06-10,0.6278180864918607,northen_field_c_2025,Unknown
2023-06-15,0.3351477272059468,northen_field_d_2025,Unknown
2023-06-15,0.264211454378008,northen_field_l_2025,Unknown
2023-06-15,0.30657577609144876,northen_field_i_2025,Unknown
2023-06-15,0.7319644340466501,northen_field_g_2025,Unknown
2023-06-15,0.7319644340466501,northen_field_f_2025,Unknown
2023-06-15,0.2331364937922094,northen_field_a_2025,Unknown
2023-06-15,0.2167058264476431,northen_field_h_2025,Unknown
2023-06-15,0.26565933151368687,northen_field_j_2025,Unknown
2023-06-15,0.32645488174723536,northen_field_b_2025,Unknown
2023-06-15,0.23311248646152538,northen_field_k_2025,Unknown
2023-06-15,0.18608294144204723,northen_field_m_2025,Unknown
2023-06-15,0.5935924370558175,northen_field_f_2025,Unknown
2023-06-15,0.6542713893954388,northen_field_c_2025,Unknown
2023-06-20,0.2891013548400036,northen_field_i_2025,Unknown
2023-06-20,0.5963316111084183,northen_field_f_2025,Unknown
2023-06-20,0.4572950832264319,northen_field_d_2025,Unknown
2023-06-20,0.6205917017357302,northen_field_c_2025,Unknown
2023-06-20,0.20803793174976715,northen_field_h_2025,Unknown
2023-06-20,0.7552980658370088,northen_field_f_2025,Unknown
2023-06-20,0.3098348128312127,northen_field_b_2025,Unknown
2023-06-20,0.2526476285000972,northen_field_j_2025,Unknown
2023-06-20,0.7552980658370088,northen_field_g_2025,Unknown
2023-06-20,0.1868147885511366,northen_field_m_2025,Unknown
2023-06-20,0.21741787714275138,northen_field_k_2025,Unknown
2023-06-20,0.22563131549443688,northen_field_a_2025,Unknown
2023-06-20,0.25318735060768083,northen_field_l_2025,Unknown
2023-06-25,0.21280533046180927,northen_field_a_2025,Unknown
2023-06-25,0.7908436042535992,northen_field_g_2025,Unknown
