Date,NDVI,Field_ID,Location
2023-01-11,0.6391223504244029,southern_field_a_2025,Unknown
2023-01-11,0.3582273887666336,southern_field_f_2025,Unknown
2023-01-11,0.4675572980312163,southern_field_g_2025,Unknown
2023-01-11,0.4172348922647782,southern_field_i_2025,Unknown
2023-01-11,0.23753288798026023,southern_field_e_2025,Unknown
2023-01-11,0.3955588230672697,southern_field_l_2025,Unknown
2023-01-11,0.49206364356618243,southern_field_b_2025,Unknown
2023-01-11,0.5187830211341824,southern_field_d_2025,Unknown
2023-01-11,0.4154443962956495,southern_field_c_2025,Unknown
2023-01-11,0.46521110032081064,southern_field_k_2025,Unknown
2023-01-11,0.54800606323834,southern_field_j_2025,Unknown
2023-01-11,0.46882248594575754,southern_field_h_2025,Unknown
2023-01-11,0.4234656081103751,southern_field_l_2025,Unknown
2023-02-25,0.5353790840447439,southern_field_h_2025,Unknown
2023-02-25,0.7127093797223074,southern_field_a_2025,Unknown
2023-02-25,0.6104992477993192,southern_field_g_2025,Unknown
2023-02-25,0.36855737576441894,southern_field_i_2025,Unknown
2023-02-25,0.6416774469065851,southern_field_e_2025,Unknown
2023-02-25,0.5549600511662286,southern_field_l_2025,Unknown
2023-02-25,0.6166162092425842,southern_field_b_2025,Unknown
2023-02-25,0.7467511008472347,southern_field_j_2025,Unknown
2023-02-25,0.5781722003915274,southern_field_d_2025,Unknown
2023-02-25,0.5089690955031201,southern_field_f_2025,Unknown
2023-02-25,0.5434287703506194,southern_field_k_2025,Unknown
2023-02-25,0.47167831104550956,southern_field_l_2025,Unknown
2023-02-25,0.5087777611811064,southern_field_c_2025,Unknown
2023-03-17,0.5690571870649915,southern_field_l_2025,Unknown
2023-03-17,0.5748724524566694,southern_field_h_2025,Unknown
2023-03-17,0.4319893431964652,southern_field_g_2025,Unknown
2023-03-17,0.46774030096792013,southern_field_l_2025,Unknown
2023-03-17,0.5998202203540042,southern_field_e_2025,Unknown
2023-03-17,0.5502904497307156,southern_field_k_2025,Unknown
2023-03-17,0.4404792527112421,southern_field_c_2025,Unknown
2023-03-17,0.2253865969936703,southern_field_f_2025,Unknown
2023-03-17,0.2289088621289383,southern_field_i_2025,Unknown
2023-03-17,0.33597389904517727,southern_field_d_2025,Unknown
2023-03-17,0.26547862960256013,southern_field_b_2025,Unknown
2023-03-17,0.673433978690679,southern_field_j_2025,Unknown
2023-03-17,0.5246458040601234,southern_field_a_2025,Unknown
2023-04-21,0.3158808222458388,southern_field_a_2025,Unknown
2023-04-21,0.22595603773941644,southern_field_i_2025,Unknown
2023-04-21,0.3563795531670358,southern_field_k_2025,Unknown
2023-04-21,0.33062688464241835,southern_field_b_2025,Unknown
2023-04-21,0.34814449211611215,southern_field_h_2025,Unknown
2023-04-21,0.3720385076773482,southern_field_l_2025,Unknown
2023-04-21,0.25904205932021174,southern_field_l_2025,Unknown
