Date,NDVI,Field_ID,Location
2023-01-11,0.16445040189544025,north_field_a,Unknown
2023-01-11,0.4211611590655651,north_field_g,Unknown
2023-01-11,0.2408923678752771,north_field_h,Unknown
2023-01-11,0.4905565690891634,north_field_j,Unknown
2023-01-11,0.22682424860622794,north_field_e,Unknown
2023-01-11,0.5332185003168701,north_field_m,Unknown
2023-01-11,0.5347813463129435,north_field_b,Unknown
2023-01-11,0.17598914698689264,north_field_d,Unknown
2023-01-11,0.2897280776868816,north_field_c,Unknown
2023-01-11,0.41557032625054663,north_field_l,Unknown
2023-01-11,0.37514493333922955,north_field_k,Unknown
2023-01-11,0.2546324468658689,north_field_i,Unknown
2023-01-11,0.1935155421323706,north_field_f,Unknown
2023-02-25,0.3861704411092203,north_field_i,Unknown
2023-02-25,0.1906114498924603,north_field_a,Unknown
2023-02-25,0.2551646637287978,north_field_h,Unknown
2023-02-25,0.7166545415804951,north_field_j,Unknown
2023-02-25,0.1480068070271203,north_field_e,Unknown
2023-02-25,0.39892364667637153,north_field_m,Unknown
2023-02-25,0.39427376152802424,north_field_b,Unknown
2023-02-25,0.6014029364010628,north_field_k,Unknown
2023-02-25,0.15620783543474115,north_field_d,Unknown
2023-02-25,0.4439293859337881,north_field_g,Unknown
2023-02-25,0.4072399746588408,north_field_l,Unknown
2023-02-25,0.23481689092172311,north_field_f,Unknown
2023-02-25,0.5498991371558409,north_field_c,Unknown
2023-03-17,0.3895243103297692,north_field_m,Unknown
2023-03-17,0.3554220666672462,north_field_i,Unknown
2023-03-17,0.2562884148046831,north_field_h,Unknown
2023-03-17,0.37039519757192496,north_field_f,Unknown
2023-03-17,0.19430375309186065,north_field_e,Unknown
2023-03-17,0.3593751103448425,north_field_l,Unknown
2023-03-17,0.5380604455281529,north_field_c,Unknown
2023-03-17,0.4218911506863498,north_field_g,Unknown
2023-03-17,0.6371964185355798,north_field_j,Unknown
2023-03-17,0.15812465433136316,north_field_d,Unknown
2023-03-17,0.4726615067959641,north_field_b,Unknown
2023-03-17,0.42013094258156863,north_field_k,Unknown
2023-03-17,0.5998120679076395,north_field_a,Unknown
2023-04-21,0.3550726044005519,north_field_a,Unknown
2023-04-21,0.18635861639213896,north_field_j,Unknown
2023-04-21,0.22782758062787165,north_field_l,Unknown
2023-04-21,0.28553168574700794,north_field_b,Unknown
2023-04-21,0.29024600279599355,north_field_i,Unknown
2023-04-21,0.3047898441150452,north_field_m,Unknown
2023-04-21,0.3385784866695909,north_field_f,Unknown
2023-04-21,0.22508826668515317,north_field_k,Unknown
2023-04-21,0.25501485714030453,north_field_c,Unknown
2023-04-21,0.28343978622823884,north_field_g,Unknown
2023-04-21,0.18101201680874918,north_field_d,Unknown
2023-04-21,0.19591673383760522,north_field_e,Unknown
2023-04-21,0.3081651490871402,north_field_h,Unknown
2023-05-06,0.21078383085256552,north_field_l,Unknown
2023-05-06,0.18425315522616714,north_field_e,Unknown
2023-05-06,0.1607680965863139,north_field_j,Unknown
2023-05-06,0.24159808633410773,north_field_b,Unknown
2023-05-06,0.2901408759145616,north_field_m,Unknown
2023-05-06,0.16721944553285603,north_field_c,Unknown
2023-05-06,0.29054210629219357,north_field_h,Unknown
2023-05-06,0.30577187054375543,north_field_f,Unknown
2023-05-06,0.2557728416107183,north_field_i,Unknown
2023-05-06,0.20720823335896155,north_field_k,Unknown
2023-05-06,0.29349529377391004,north_field_a,Unknown
2023-05-06,0.17408548070789132,north_field_d,Unknown
2023-05-06,0.2502690805670663,north_field_g,Unknown
2023-05-11,0.25995615111156595,north_field_a,Unknown
2023-05-11,0.2584132514471362,north_field_f,Unknown
2023-05-11,0.2506380836397815,north_field_i,Unknown
2023-05-11,0.21295931463059586,north_field_l,Unknown
2023-05-11,0.1461237361209247,north_field_c,Unknown
2023-05-11,0.24384196803363178,north_field_b,Unknown
2023-05-11,0.17702249324918815,north_field_d,Unknown
2023-05-11,0.19542642664414184,north_field_k,Unknown
